,customer_id,Name,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
52,fffe43004900440034003400300032003800,Camelia Wynter,20.0,M,PC7X217,City,Silver Membership,20150127,Yes,CID23945,Without Offers,Desktop,FiberOptic,04:11:19,16.0,237.39,25000.09,160,704.4,No,Yes,No,Not Applicable,Poor Website,4.0
53,fffe43004900440033003500310035003600,Melinda Davilla,35.0,F,EER61FP,Village,Gold Membership,20161030,No,,Credit/Debit Card Offers,Smartphone,FiberOptic,05:36:03,20.0,148.24,30984.56,110,729.04,Yes,No,No,Not Applicable,Poor Customer Service,3.0
54,fffe43004900440033003800370031003800,Zelda Labombard,43.0,M,KJLXRJ7,Town,Premium Membership,20170426,Yes,,Without Offers,Both,WiFi,03:32:50,16.0,773.83,9091.94,200,700.4,No,Yes,No,Not Applicable,Poor Product Quality,3.0
55,fffe43004900440032003700380035003200,Solomon Straughter,32.0,M,C0LKXD6,City,Silver Membership,20170724,Yes,CID30236,Without Offers,unknown,FiberOptic,02:35:02,13.0,117.68,19822.82,4336004149963438,687.4398592783969,Yes,No,No,Not Applicable,Too many ads,3.0
56,fffe43004900440035003200350035003900,Flora Krueger,40.0,F,KA10KAJ,Town,Platinum Membership,20150822,unknown,CID4999,Gift Vouchers/Coupons,Smartphone,FiberOptic,11:27:38,18.0,251.06,63416.63,120,986.0550000000002,No,Yes,Yes,Solved in Followup,Products always in Stock,2.0
57,fffe43004900440035003200350039003200,Jennell Wykoff,40.0,F,1C5WWL9,Town,Silver Membership,20170821,Yes,CID15992,Credit/Debit Card Offers,Smartphone,WiFi,02:12:51,-4.0,46.57,24045.93,80,709.73,No,Yes,No,Not Applicable,Poor Product Quality,3.0
58,fffe43004900440031003200330031003500,Rufus Bjornson,48.0,F,LLPKTT3,Town,No Membership,20170317,unknown,CID56231,Credit/Debit Card Offers,Smartphone,WiFi,08:24:51,12.0,539.49,49270.76,120,503.95,Yes,No,No,Not Applicable,Too many ads,5.0
59,fffe43004900440035003700390030003000,Federico Krings,35.0,M,MVC3XG0,Town,Premium Membership,20150511,No,,Gift Vouchers/Coupons,Smartphone,MobileData,09:20:14,12.0,34.48,48679.07,60,779.59,Yes,No,No,Not Applicable,Poor Product Quality,3.0
60,fffe43004900440034003900360037003500,Audry Boddie,28.0,M,X54XOQB,Village,Gold Membership,20170517,Yes,CID11661,Gift Vouchers/Coupons,Smartphone,FiberOptic,09:42:14,9.0,-384.96999999999997,13131.05,130,820.91,Yes,Yes,No,Not Applicable,Quality Customer Care,1.0
61,fffe43004900440035003200330039003300,Nan Buzbee,44.0,F,YN0D4XB,unknown,No Membership,20160823,Yes,CID35687,Without Offers,Both,WiFi,22:22:17,13.0,283.49,7603.71,Error,553.45,Yes,Yes,Yes,Unsolved,No reason specified,5.0
64,fffe43004900440031003300370038003600,Lacey Bing,10.0,M,PXDXAK3,unknown,Basic Membership,20150608,No,,Credit/Debit Card Offers,Smartphone,FiberOptic,11:07:18,12.0,31.67,25436.23,Error,656.67,No,Yes,No,Not Applicable,Poor Website,4.0
65,fffe43004900440032003000370036003500,Samantha Owings,35.0,M,U2S0ZMS,Town,No Membership,20171127,Yes,CID23426,Without Offers,Smartphone,MobileData,22:34:23,4.0,157.03,22975.33,180,548.1,No,Yes,No,Not Applicable,Poor Website,5.0
66,fffe43004900440036003100340031003200,Elva Dunneback,43.0,M,11SAVWA,Town,No Membership,20150406,No,,Credit/Debit Card Offers,unknown,MobileData,13:41:04,11.0,227.23,29602.15,240,663.63,No,Yes,Yes,Unsolved,Poor Product Quality,4.0
67,fffe43004900440035003200370036003800,Hal Hagood,28.0,M,DL6BE96,Village,Basic Membership,20171029,No,,Gift Vouchers/Coupons,Desktop,MobileData,12:46:58,4.0,457.33,20883.28,140,393.91499999999985,No,Yes,No,Not Applicable,Too many ads,5.0
68,fffe43004900440036003100320031003500,Priscilla Weinstock,53.0,M,UZELBS2,Town,Platinum Membership,20170127,No,,Without Offers,unknown,FiberOptic,12:50:50,6.0,228.02,46353.54,190,393.91499999999985,Yes,No,Yes,No Information Available,No reason specified,3.0
69,fffe43004900440035003300380039003800,Eufemia Borges,55.0,F,BTESGNH,Town,Premium Membership,20170903,No,,Credit/Debit Card Offers,Smartphone,MobileData,22:22:34,18.0,42.77,8996.95,Error,749.56,Yes,No,Yes,Unsolved,Poor Website,3.0
70,fffe43004900440034003600300037003000,Jena Scherrer,59.0,F,A3SG5HG,Town,No Membership,20170608,Yes,CID8099,Gift Vouchers/Coupons,Desktop,FiberOptic,10:53:03,-4.0,207.52,12556.28,100,393.91499999999985,No,Yes,No,Not Applicable,No reason specified,4.0
71,fffe43004900440032003900380032003200,Jackson Ravenscroft,39.0,M,BFC2STE,City,No Membership,20161201,No,,Gift Vouchers/Coupons,Desktop,MobileData,04:04:47,13.0,98.57,2645.63,230,674.42,No,Yes,No,Not Applicable,Poor Product Quality,5.0
72,fffe4300490044003600310037003500,Lynn Conkle,11.0,M,K9534WF,City,Gold Membership,20160622,No,,Credit/Debit Card Offers,unknown,WiFi,01:42:15,23.0,176.31,8983.02,250,707.46,No,Yes,Yes,Solved,Poor Product Quality,4.0
73,fffe43004900440034003300370037003900,Desire Taul,37.0,M,VORACOL,Village,No Membership,20160517,unknown,CID13799,Without Offers,Both,MobileData,03:29:16,17.0,687.16,29101.96,180,713.82,Yes,Yes,No,Not Applicable,Poor Customer Service,4.0
74,fffe4300490044003900370038003700,Teri Johanson,53.0,M,G64J9NC,City,No Membership,20170406,No,,Credit/Debit Card Offers,Desktop,WiFi,06:24:30,-4.0,253.96,19233.1,250,986.0550000000002,Yes,No,Yes,Solved,Poor Website,5.0
75,fffe43004900440036003100360034003700,Herma Mcbay,57.0,M,7JC7H9M,Town,No Membership,20160102,No,,Without Offers,Desktop,FiberOptic,03:26:00,13.0,119.1,44341.82,Error,563.92,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
76,fffe43004900440031003300350036003900,Kelsie Balboa,47.0,M,YIF4UTM,Town,Silver Membership,20150722,unknown,CID5998,Without Offers,unknown,WiFi,17:26:06,10.0,131.86,26399.43,170,757.01,No,Yes,Yes,Solved in Followup,Poor Customer Service,3.0
77,fffe4300490044003800320038003900,Polly Mccarron,50.0,M,148CAFB,Town,Gold Membership,20150121,Yes,CID60579,Credit/Debit Card Offers,Desktop,WiFi,18:29:15,19.0,65.39,17054.69,210,393.91499999999985,No,Yes,Yes,Solved,No reason specified,3.0
78,fffe43004900440036003000340037003500,Gerry Resto,49.0,F,IJ500YB,City,Silver Membership,20160825,Yes,CID31774,Gift Vouchers/Coupons,unknown,WiFi,10:39:05,3.0,74.9,41612.23,280,986.0550000000002,No,Yes,Yes,Solved in Followup,No reason specified,4.0
79,fffe4300490044003500300038003000,Karlyn Averitt,54.0,M,XR0FV22,Town,Silver Membership,20170621,unknown,CID58493,Credit/Debit Card Offers,Smartphone,MobileData,04:30:27,20.0,-384.96999999999997,42060.89,240,684.69,Yes,No,Yes,No Information Available,Poor Website,4.0
80,fffe43004900440031003700330037003700,Dwain Rinaldo,30.0,M,U545PNM,Village,Gold Membership,20160917,No,,Without Offers,Desktop,FiberOptic,10:45:58,9.0,97.74,32347.7,270,687.4398592783969,No,Yes,No,Not Applicable,Poor Customer Service,3.0
81,fffe43004900440031003700350038003600,Alpha Wiltshire,25.0,F,RAVGVDP,City,Silver Membership,20150820,unknown,,Without Offers,unknown,MobileData,04:45:26,13.0,135.21,3561.26,170,687.4398592783969,Yes,No,Yes,Solved,Too many ads,3.0
82,fffe4300490044003500360032003300,Keitha Marra,53.0,F,VDCZUD5,City,Premium Membership,20150402,No,,Gift Vouchers/Coupons,Desktop,WiFi,21:35:56,18.0,172.99,9044.15,80,763.14,Yes,No,Yes,Solved in Followup,Products always in Stock,1.0
83,fffe43004900440034003700390034003800,Xenia Kibby,54.0,M,KUJNEI7,unknown,Basic Membership,20150807,Yes,,Credit/Debit Card Offers,Smartphone,FiberOptic,19:26:54,13.0,254.72,11345.66,70,572.41,No,Yes,Yes,Solved in Followup,Poor Product Quality,5.0
84,fffe43004900440035003600370037003700,Ranae Addington,62.0,F,UHDKJ4T,City,No Membership,20161013,No,,Without Offers,Both,FiberOptic,07:55:41,5.0,304.52,47658.52,290,699.19,No,Yes,Yes,Solved,Too many ads,4.0
86,fffe43004900440034003300320038003400,Lolita Looney,30.0,F,D489TNE,unknown,No Membership,20171113,unknown,CID44952,Credit/Debit Card Offers,Desktop,WiFi,08:37:37,13.0,264.54,40756.7,260,628.31,Yes,No,No,Not Applicable,Too many ads,5.0
87,fffe43004900440033003200360036003700,Len Nell,30.0,M,26RJY6I,City,Silver Membership,20170603,No,,Credit/Debit Card Offers,Smartphone,FiberOptic,02:48:44,12.0,191.41,25575.44,Error,648.68,No,Yes,Yes,Solved in Followup,Poor Customer Service,4.0
88,fffe4300490044003600360035003500,Claud Egli,51.0,M,0LS5PB4,Town,Premium Membership,20151210,Yes,CID27690,Without Offers,Desktop,WiFi,10:11:22,13.0,135.09,48819.9,80,687.4398592783969,Yes,No,Yes,Solved in Followup,Poor Customer Service,3.0
89,fffe43004900440031003000380030003600,Xavier Reinbold,29.0,M,FKA8V9P,Village,Silver Membership,20171107,Yes,CID13740,Gift Vouchers/Coupons,Smartphone,FiberOptic,05:44:02,12.0,123.37,13032.52,60,687.4398592783969,Yes,No,No,Not Applicable,No reason specified,4.0
90,fffe43004900440035003900310038003800,Christene Wideman,16.0,M,S6B5HER,City,Silver Membership,20171106,unknown,CID62149,Gift Vouchers/Coupons,Desktop,FiberOptic,06:48:52,9.0,355.31,20457.22,50,986.0550000000002,Yes,Yes,Yes,Solved in Followup,Poor Product Quality,3.0
91,fffe43004900440035003500340035003800,Herbert Jacobo,25.0,F,IHGGCOB,Village,Gold Membership,20170518,Yes,CID4642,Without Offers,Smartphone,MobileData,15:00:18,11.0,31.88,35414.54,200,788.67,No,Yes,No,Not Applicable,No reason specified,3.0
92,fffe430049004400320030003200,Jonathon Werth,62.0,F,8EC483J,City,Basic Membership,20170706,No,,Credit/Debit Card Offers,Smartphone,WiFi,10:16:47,14.0,125.0,38802.24,280,687.4398592783969,No,Yes,Yes,Unsolved,No reason specified,4.0
93,fffe4300490044003200300030003500,Karoline Cimino,24.0,F,7VI8S2N,Town,Premium Membership,20170829,Yes,CID40499,Without Offers,Desktop,FiberOptic,20:42:49,5.0,181.34,43554.96,10,728.69,Yes,No,Yes,Solved in Followup,Products always in Stock,2.0
94,fffe43004900440034003200320039003100,Kiyoko Varnell,48.0,M,0FXRTQ3,City,No Membership,20150327,Yes,CID29095,unknown,Desktop,MobileData,18:59:30,8.0,801.1099999999999,13954.02,170,631.15,No,Yes,Yes,Solved,Poor Customer Service,4.0
95,fffe43004900440034003500340034003700,Annelle Thiele,56.0,M,CFXGFEO,Village,Basic Membership,20170822,Yes,CID11447,Credit/Debit Card Offers,Desktop,WiFi,18:27:08,24.0,48.59,28071.04,160,533.05,No,Yes,Yes,Solved,Poor Website,5.0
96,fffe43004900440033003500390038003700,Araceli Rojo,17.0,M,Y2PJ70L,unknown,Basic Membership,20161228,Yes,CID52970,Credit/Debit Card Offers,Desktop,WiFi,13:52:30,12.0,30.12,15027.14,120,687.4398592783969,No,Yes,No,Not Applicable,No reason specified,5.0
97,fffe43004900440031003900350034003100,Zoe Risk,23.0,F,JAWMYHN,Town,Gold Membership,20160804,Yes,CID3210,Without Offers,Desktop,WiFi,10:53:56,21.0,727.69,4919.72,130,758.83,Yes,Yes,No,Not Applicable,Too many ads,3.0
98,fffe43004900440034003300380038003400,Antonietta Burson,42.0,F,V8LT71V,City,No Membership,20160623,No,,Gift Vouchers/Coupons,Both,FiberOptic,12:35:00,3.0,419.51,14661.42,Error,404.4897583720529,No,Yes,Yes,Solved in Followup,No reason specified,5.0
100,fffe43004900440035003500320032003000,Kena Soltis,18.0,M,WXJCO6L,Town,Basic Membership,20151222,No,,Credit/Debit Card Offers,Desktop,MobileData,05:19:35,11.0,293.42,2521.3,Error,964.8409708374116,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
101,fffe4300490044003800370035003000,Gerard Knapp,23.0,M,XDANU0N,City,Gold Membership,20150621,Yes,CID44094,Credit/Debit Card Offers,Desktop,WiFi,07:05:14,10.0,801.1099999999999,11955.94,240,630.8,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
102,fffe43004900440035003300340037003400,Enid Boan,52.0,F,0B93V8I,City,Basic Membership,20171113,Yes,CID60201,Credit/Debit Card Offers,Smartphone,MobileData,20:27:36,4.0,801.1099999999999,14877.24,250,522.61,Yes,No,No,Not Applicable,Poor Customer Service,5.0
103,fffe43004900440036003000360031003000,Sid Basel,49.0,F,80X3LBS,Town,Premium Membership,20160902,Yes,,Gift Vouchers/Coupons,Desktop,MobileData,16:09:53,21.0,115.41,41156.81,270,741.02,No,Yes,No,Not Applicable,Poor Customer Service,3.0
104,fffe43004900440032003200360039003100,Markita Luera,30.0,M,WX9FMKD,unknown,Premium Membership,20170514,No,,Gift Vouchers/Coupons,unknown,WiFi,01:07:51,7.0,481.45,4207.45,280,776.36,Yes,Yes,No,Not Applicable,Poor Customer Service,3.0
105,fffe43004900440032003900330030003500,Yee Wetzler,31.0,F,FXTLHJO,Town,Basic Membership,20160818,No,,Gift Vouchers/Coupons,Desktop,MobileData,10:40:33,14.0,148.95,2364.45,Error,634.51,No,Yes,No,Not Applicable,Too many ads,5.0
106,fffe43004900440034003100330032003800,Gina Amburn,27.0,M,1Q644S2,City,Silver Membership,20161023,No,,Credit/Debit Card Offers,Smartphone,MobileData,19:13:01,21.0,357.45,29825.45,90,665.63,No,Yes,Yes,Solved,Poor Website,4.0
107,fffe43004900440035003100390039003900,Armida Razor,56.0,M,DEN5T45,City,Gold Membership,20160424,No,,Without Offers,Desktop,FiberOptic,02:55:41,21.0,801.1099999999999,9454.17,190,778.27,Yes,No,No,Not Applicable,Too many ads,3.0
